model;srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03056-2014;21.04.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0605-13 Холодильник 1 ступени ГК-1, рег.№ 796, установленный в цехе № 135/136, объект 1670, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03056-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03057-2014;21.04.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0606-13 Холодильник 2 ступени ГК-1, рег.№ 800, установленный в цехе № 135/136, объект 1670, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03057-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03058-2014;22.04.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0816-13 Адсорбер АГ-1200, поз.23, рег. № 1529, установленный в цехе № 12/44, объект 1740, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03058-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03059-2014;22.04.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0607-13 Холодильник 3 ступени ГК-3, рег.№ 812, установленный в цехе № 135/136, объект 1670, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03059-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03060-2014;22.04.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0817-13 Адсорбер АГ-1200, поз. 24, рег. № 1542, установленный в цехе № 12/44, объект 1740, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03060-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03065-2014;22.04.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0814-13 Адсорбер АЖ-800, поз.22, рег. № 1520, установленный в цехе № 12/44, объект 1740, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03065-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03067-2014;22.04.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0815-13 Адсорбер АЖ-800, поз. 21, рег. № 1528, установленный в цехе № 12/44, объект 1740, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03067-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03290-2014;29.04.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0738-13 Фильтр кубовой жидкости, поз. 29, рег. № 1521, установленный в цехе № 12/44, объект 1740, Химический завод ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК») г. Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03290-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03451-2014;08.05.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0762-13 Гидрозатвор (северный), поз. 64/1, рег. № 1265, установленный в цехе № 19/47, объект 69, Химический завод ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»)г. Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03451-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03466-2014;08.05.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0763-13 Гидрозатвор (южный), поз. 64/2, рег. № 1266, установленный в цехе № 19/47, объект 69, Химический завод ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК») г. Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03466-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03629-2014;15.05.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0420-13 Резервуар вертикальный стальной цилиндрический, объемом 1000 м3, № 1, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), НПЗ, цех 12, установка 101а, парк 71/23, г.Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03629-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03795-2014;21.05.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0536-13 ёмкость, поз. Е-17 , рег. № 6002, установленная в цехе № 20/21-23, объект 193, Химический завод ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК») г. Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03795-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03796-2014;21.05.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0535-13 ёмкость, поз. Е-8 , рег. № 5992, установленная в цехе № 20/21-23, объект 193, Химический завод ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК») г. Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03796-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03798-2014;21.05.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0513-13 ёмкость, поз. Е-16 , рег. № 5999, установленную в цехе № 20/21-23, объект 193, Химический завод ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК») г. Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03798-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-01168-2014;18.02.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0600-13 на Ёмкость поз.Е-40/3, рег. № 962, установленная в цехе № 86/57, установка 57/133, объект 913, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-01168-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-02416-2014;31.03.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0717-13 Емкость дренажная поз.Е-4, рег. № 218 установленная в цехе № 135/136, объект 1670, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-02416-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-02425-2014;31.03.2014;3801009466;"АО ""АНХК""";21-ТУ-0527-13 Емкость маслосодержащих вод поз. Е-2, установленная в цехе № 39/71, объект 143/144, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г. Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-02425-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03804-2014;21.05.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0534-13 ёмкость, поз. Е-7 , рег. № 5994, установленная в цехе № 20/21-23, объект 193, Химический завод ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК») г. Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03804-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03845-2014;22.05.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0514-13 адсорбер, поз. А-4, рег. № 24476, установленный в цехе № 20/21-23, объект 179, Химический завод ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК») г. Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03845-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-04673-2014;25.06.2014;3801009466;"АО ""АНХК""";№ 05-ТУ-0224-13 техническое устройство: конденсатный бак, поз.2, рег.№ 1673, цех 19/47, об.72К. Предприятие: 665830, Иркутская обл., г. Ангарск, а/б 65 ОАО «Ангарская нефтехимическая компания» (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-04673-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-04768-2014;26.06.2014;3801009466;"АО ""АНХК""";№ 05-ТУ-0138-13 техническое устройство: насос 4ЦГ 50/50К-11-1, зав. № 945, тех. № Н-6, цех 20/21-23, объект 300/301 г. Ангарск ОАО «Ангарская нефтехимическая компания» (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-04768-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-04947-2014;01.07.2014;3801009466;"АО ""АНХК""";№ 05-ТУ-0147-13 техническое устройство: насос 4ЦГ 50/50К-11-1, зав.№ 947, тех. № Н-33А, цех 20/21-23, объект 300/301 г. Ангарск ОАО «Ангарская нефтехимическая компания» (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-04947-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-00647-2014;06.02.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0211-13 на Трубопроводы обвязки воздуходувки ТВ 80-1,6 поз. № 3 (всас и нагнетание), объект 1364, цех 52/152, УВК и ОСВ, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00647-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-00650-2014;06.02.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0578-13 на Смеситель поз.С-6, рег.№2409-Т, установленный в цехе № 86/57, установка 57/133, объект 932/933, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00650-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-00653-2014;06.02.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0561-13 на Трубопроводы обвязки воздуходувки ВК № 3 ТВ-552,ТВ-652 (всас и нагнетание), объект 1364, цех 52/152, УВК и ОСВ, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г. Ангарск Иркутской области;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00653-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-01170-2014;18.02.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0601-13 на Ресивер азота поз.Е-38/8, рег. № 5800, установленный в цехе № 86/57, установка 57/133, объект 913, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-01170-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-02738-2014;14.04.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0872-13 Колонка уровнемерная на П-1, поз. LT-170, установленная в цехе №20/21-23, объект 179, ХЗ, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-02738-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-02752-2014;14.04.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0875-13 Колонка уровнемерная на Е-19, поз. LT-175, установленная в цехе №20/21-23, объект 179, ХЗ, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-02752-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-02787-2014;15.04.2014;3801009466;"АО ""АНХК""";№21-ТУ-0755-13 Ресивер воздуха КИП, поз. 40, рег. № 1813-Т, установленный в цехе № 12/44, объект 2090, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г. Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-02787-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03012-2014;21.04.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0740-13 Конденсатор колонны технического кислорода, поз. 45, рег. № 1536, установленный в цехе № 12/44, объект 1740, Химический завод ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК») г. Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03012-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03024-2014;21.04.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0813-13 Адсорбер А-100, поз. 3 рег. № 2187-Т, установленный в цехе № 12/44, объект 1489, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03024-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03028-2014;21.04.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0809-13 Адсорбер А-100, поз. 3 рег. № 2184-Т, установленный в цехе № 12/44, объект 1489, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03028-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03064-2014;22.04.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0812-13 адсорбер А-100, поз. 3а, рег. № 2186-Т, установленный в цехе № 12/44, объект 1489, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03064-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03432-2014;07.05.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0888-13 Расширительный бак, поз.Е-2, установленный в цехе № 86/57, устанвка 57/133, объект 340, Химический завод ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК») г. Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03432-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03505-2014;13.05.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0861-13 бачок продувочный № 1 компрессора A3S-1К-125/210, поз.41, установленный в цехе № 12/44, объект 2090, Химический завод, ОАО «Ангарская нефтехимическая компания», г. Ангарск Иркутской области (объект А67-00371-0002);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03505-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03847-2014;22.05.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0509-13 ёмкость, поз. Е-2, рег. № 2347-Т, установленная в цехе № 20/21-23, объект 179, Химический завод ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК») г. Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03847-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-03852-2014;22.05.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0532-13 сборник, поз. Е-7, рег. № 1715, установленный в цехе № 20/21-23, объект 300/301, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК») г. Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03852-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-04757-2014;26.06.2014;3801009466;"АО ""АНХК""";№ 05-ТУ-0154-13 техническое устройство: насос 1ЦГ 12,5/50К-4-2-У2, зав. № 5715, тех. № Н-20 цех 20/21-23, объект 179 г. Ангарск ОАО «Ангарская нефтехимическая компания» (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-04757-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-04861-2014;30.06.2014;3801009466;"АО ""АНХК""";№ 05-ТУ-0170-13.Техническое устройство: буферная емкость нагнетания IVступени, регистрационный №1534-А, позиция №10/1, заводской №412 Предприятие: 665830, Иркутская обл., г. Ангарск, а/б 65 ОАО «Ангарская нефтехимическая компания» (объект А67-00371-0001).;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-04861-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-04943-2014;01.07.2014;3801009466;"АО ""АНХК""";№ 05-ТУ-0150-13 техническое устройство: насос 1ЦГ 25/50К-7,5-1С, зав.№ 3913, тех. № Н-22, цех 20/21-23, объект 300/301 г. Ангарск ОАО «Ангарская нефтехимическая компания» (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-04943-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-05077-2014;03.07.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0898-13. Сборник АМАРа № 4 поз 20/4, рег. № 0468063, установленный в цехе №19/47, объект 80,Химический завод,ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК») г. Ангарск Иркутской области (объект А67-00371-0001).;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-05077-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-00646-2014;06.02.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0210-13 на Трубопроводы обвязки воздуходувки ТВ 80-1,6 поз. № 2 (всас и нагнетание), объект 1364, цех 52/152, УВК и ОСВ, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00646-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-00648-2014;06.02.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0212-13 на Трубопроводы обвязки воздуходувки ТВ 80-1,6 поз. № 5 (всас и нагнетание), объект 1364, цех 52/152, УВК и ОСВ, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00648-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-00652-2014;06.02.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0560-13 на Трубопроводы обвязки воздуходувки ВК № 1 ТВ-152,ТВ-252 (всас и нагнетание), объект 1364, цех 52/152, УВК и ОСВ, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г. Ангарск Иркутской области;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00652-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-00659-2014;06.02.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0548-13 на Смеситель поз.С-4, рег.№2408-Т, установленный в цехе № 86/57, установка 57/133, объект 932/933, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00659-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-02322-2014;28.03.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0724-13 Ресивер воздуха КИП поз. Е-19, рег. № 22437, установленный в цехе № 135/136, объект 1670, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г. Ангарск Иркутской области (объект А67-00371-0001).;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-02322-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-02412-2014;31.03.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0821-13 Емкость аммиачно-карбонатной воды поз. 12, рег. № 046788, установленная в цехе № 19/47, объект 69, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г. Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-02412-2014;https://monitor-pb.ru/customer/3801009466
